id,location,location_area,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
17917,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,semidecomandat,1,650,3,75,80,,bloc de apartamente,P+3E,Parter,3,,2,,,
17918,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,450,2,59,59,1991,bloc de apartamente,P+4E,4,4,1,1,,,1
17919,"Bucuresti, Sector 1, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,1500,3,125,163,2000,bloc de apartamente,P+5E,5,5,1,2,,,2
17920,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,450,2,72,76,1995,bloc de apartamente,P+8E,1,8,1,1,,,3
17921,"Bucuresti, Sector 3, zona Vitan",Vitan,agency,apartament,decomandat,1,330,1,45,52,2012,bloc de apartamente,P+8E,2,8,,1,,,
17922,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,semidecomandat,lux,490,1,43,55,2019,bloc de apartamente,S+P+5E,2,5,1,1,,1,1
17923,"Bucuresti, zona Romana",Romana,agency,apartament,semidecomandat,1,300,1,30,30,1940,bloc de apartamente,P+3E,2,3,1,1,,,
17924,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,1,1100,3,97,114,2009,bloc de apartamente,P+15E,14,15,1,2,,2,2
17925,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,decomandat,1,500,1,51,55,2019,bloc de apartamente,P+6E,2,6,,1,,,1
17926,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,semidecomandat,1,900,2,45,51,2019,bloc de apartamente,P+9E,2,9,1,1,,,
17927,"Bucuresti, Sector 1, zona Sala Palatului",Sala Palatului,agency,apartament,semidecomandat,1,450,2,41,41,1940,bloc de apartamente,S+P+6E,Parter,6,1,1,,,1
17928,"Bucuresti, zona P-ta Victoriei",P-ta Victoriei,agency,apartament,decomandat,1,550,2,65,72,1993,bloc de apartamente,P+8E,3,8,1,1,,1,1
17929,"Bucuresti, zona Panduri",Panduri,agency,apartament,decomandat,,450,2,57,,,bloc de apartamente,P+8E,Parter,8,,1,,,
17930,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,semidecomandat,2,350,3,58,60,1978,bloc de apartamente,P+10E,6,10,1,1,,,1
18001,"Bucuresti, Sector 2, zona Colentina",Colentina,agency,apartament,decomandat,1,399,2,40,40,2012,bloc de apartamente,P+10E,Parter,10,1,1,,1,1
18002,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,340,2,50,55,1980,bloc de apartamente,P+8E,6,8,,1,,,1
18003,"Bucuresti, Sector 3, zona Vitan",Vitan,agency,apartament,semidecomandat,lux,530,3,83,98,2020,bloc de apartamente,P+4E,4,4,,1,,,2
18004,"Bucuresti, zona Timpuri Noi",Timpuri Noi,agency,apartament,semidecomandat,1,399,2,56,59,1987,bloc de apartamente,P+8E,3,8,1,1,,,1
18005,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,329,2,50,50,1980,bloc de apartamente,P+10E,Parter,10,1,1,,,
18006,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,449,3,75,78,2002,bloc de apartamente,P+8E,5,8,,2,,,
18007,"Bucuresti, zona Arcul de Triumf",Arcul de Triumf,agency,apartament,semidecomandat,1,1799,6,170,240,1933,casa/vila,P+2E,Parter,2,1,2,,,1
18008,"Bucuresti, zona Regie",Regie,agency,apartament,decomandat,1,500,2,40,45,2018,bloc de apartamente,P+11E,Parter,11,1,1,,,1
18009,"Bucuresti, Sector 6, zona Crangasi",Crangasi,agency,apartament,semidecomandat,1,300,1,30,40,1984,bloc de apartamente,P+4E,3,4,1,1,,,
18010,"Bucuresti, zona Lacul Tei",Lacul Tei,agency,apartament,semidecomandat,1,600,2,60,66,2019,bloc de apartamente,P+10E,6,10,1,1,1,,1
18011,"Bucuresti, Sector 1, zona Banu Manta",Banu Manta,agency,apartament,decomandat,1,350,2,52,58,1981,bloc de apartamente,P+10E,7,10,1,1,,,1
18012,"Bucuresti, zona Kogalniceanu",Kogalniceanu,agency,apartament,decomandat,1,280,1,30,33,1960,bloc de apartamente,P+8E,1,8,1,1,,,1
18013,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,331,2,40,40,2019,bloc de apartamente,P+4E,4,4,1,1,,1,
18014,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,850,3,80,80,1980,bloc de apartamente,P+8E,3,8,1,1,,,1
18015,"Bucuresti, zona Banu Manta",Banu Manta,agency,apartament,decomandat,1,750,2,77,90,1984,bloc de apartamente,P+10E,2,10,1,1,,,1
18016,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,500,2,52,52,1986,bloc de apartamente,P+10E,5,10,1,1,,,1
18017,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,1,2900,3,140,160,2010,bloc de apartamente,P+4E,4,4,1,3,,1,2
18018,"Bucuresti, zona Iancului",Iancului,agency,apartament,semidecomandat,1,450,2,45,45,1980,bloc de apartamente,P+8E,7,8,1,1,,,1
18019,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,semidecomandat,,570,3,87,,,bloc de apartamente,P+4E,2,4,1,2,,2,
18020,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,800,2,75,80,2016,bloc de apartamente,P+10E,4,10,,1,,,
18021,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,2200,3,150,165,2007,bloc de apartamente,P+5E,2,5,1,3,,,
18022,"Bucuresti, zona Sala Palatului",Sala Palatului,agency,apartament,semidecomandat,1,400,2,45,50,,bloc de apartamente,P+9E,Parter,9,,1,,,
18023,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,semidecomandat,lux,3000,5,156,200,2001,bloc de apartamente,P+4E,Parter,4,1,3,,,
18024,"Bucuresti, zona Beller",Beller,agency,apartament,decomandat,1,1200,4,145,174,1998,bloc de apartamente,P+4E,3,4,1,3,1,1,3
18025,"Bucuresti, zona Banu Manta",Banu Manta,agency,apartament,decomandat,1,300,1,37,37,,bloc de apartamente,P+8E,3,8,,1,,,
18026,"Bucuresti, zona Universitate",Universitate,agency,apartament,decomandat,1,425,1,44,50,,bloc de apartamente,P+5E,3,5,,1,,,
